cmun,municipality,province,altitude,longitude,latitude,Koppen_Climate,description
17163,Sant Gregori,Girona,105.9555,2.759504,41.99061,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17164,Sant Hilari Sacalm,Girona,798.2343,2.510884,41.87896,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
17165,Sant Jaume de Llierca,Girona,212.891,2.60637,42.21374,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
17166,Sant Jordi Desvalls,Girona,52.30774,2.954044,42.07058,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17167,Sant Joan de les Abadesses,Girona,778.5472,2.285532,42.23343,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
17168,Sant Joan de Mollet,Girona,47.70493,2.941206,42.04591,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17169,Sant Julià de Ramis,Girona,174.7159,2.853541,42.02824,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17170,Vallfogona de Ripollès,Girona,948.5323,2.303339,42.19638,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
17171,Sant Llorenç de la Muga,Girona,170.0117,2.789514,42.3212,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
17172,Sant Martí de Llémena,Girona,249.9684,2.647339,42.03672,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
17173,Sant Martí Vell,Girona,72.49802,2.930743,42.02089,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17174,Sant Miquel de Campmajor,Girona,225.4033,2.678047,42.13596,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
17175,Sant Miquel de Fluvià,Girona,30.44114,2.990721,42.17376,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17176,Sant Mori,Girona,39.63519,2.988415,42.15652,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17177,Sant Pau de Segúries,Girona,860.9708,2.365932,42.26163,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
17178,Sant Pere Pescador,Girona,7.999541,3.082352,42.18796,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17180,Santa Coloma de Farners,Girona,140.2747,2.667772,41.86081,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
17181,Santa Cristina d'Aro,Girona,54.80076,3.002927,41.81566,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17182,Santa Llogaia d'Àlguema,Girona,42.30609,2.951906,42.23439,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17183,Sant Aniol de Finestres,Girona,403.899,2.587522,42.09003,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
17184,Santa Pau,Girona,496.2841,2.569324,42.14638,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
17185,Sant Joan les Fonts,Girona,340.3424,2.511678,42.2124,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
17186,Sarrià de Ter,Girona,59.73502,2.824395,42.01446,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
17187,"Saus, Camallera i Llampaies",Girona,94.31184,2.961904,42.1226,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17188,"Selva de Mar, La",Girona,53.85229,3.18767,42.32463,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17189,"Cellera de Ter, La",Girona,167.5866,2.620421,41.97058,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
17190,Serinyà,Girona,188.9648,2.744267,42.17041,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
17191,Serra de Daró,Girona,12.04134,3.071503,42.02737,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17192,Setcases,Girona,1265.82,2.300704,42.37371,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
17193,Sils,Girona,78.97491,2.743466,41.80917,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17194,Susqueda,Girona,337.0181,2.516667,41.98333,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
17195,"Tallada d'Empordà, La",Girona,14.32662,3.056773,42.08002,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17196,Terrades,Girona,227.8623,2.839645,42.31036,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17197,Torrent,Girona,39.58279,3.12839,41.95246,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17198,Torroella de Fluvià,Girona,9.374322,3.039541,42.17557,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17199,Torroella de Montgrí,Girona,31.4563,3.126361,42.04318,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17200,Tortellà,Girona,278.4685,2.630278,42.2337,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
17201,Toses,Girona,1426.833,2.014152,42.32076,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
17202,Tossa de Mar,Girona,11.30567,2.932097,41.72018,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17203,Ultramort,Girona,21.90849,3.035424,42.03798,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17204,Ullà,Girona,24.18182,3.109733,42.05178,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17205,Ullastret,Girona,42.31542,3.069931,42.00087,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17206,Urús,Girona,1269.748,1.852658,42.35039,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
17207,"Vall d'en Bas, La",Girona,487.257,2.457001,42.11835,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
17208,"Vall de Bianya, La",Girona,387.5479,2.44,42.22944,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
17209,Vall-llobrega,Girona,61.32427,3.121365,41.88371,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17210,Ventalló,Girona,29.75963,3.026305,42.14958,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17211,Verges,Girona,18.31838,3.045836,42.06281,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17212,Vidrà,Girona,984.6575,2.309278,42.12211,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
17213,Vidreres,Girona,95.18577,2.780014,41.79027,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17214,Vilabertran,Girona,20.0,2.981709,42.28422,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17215,Vilablareix,Girona,115.8257,2.773002,41.95639,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17216,Viladasens,Girona,90.55965,2.92941,42.0955,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17217,Viladamat,Girona,7.623611,3.075485,42.13231,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17218,Vilademuls,Girona,121.4595,2.888571,42.13896,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17220,Viladrau,Girona,826.043,2.391026,41.84894,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
17221,Vilafant,Girona,54.1561,2.937533,42.24642,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17222,Vilaür,Girona,67.55302,2.95544,42.1434,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17223,Vilajuïga,Girona,27.58708,3.090527,42.32461,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17224,Vilallonga de Ter,Girona,1063.586,2.310959,42.33075,Cfb,Oceanic Climate - Mild temperatures and consistent rainfall.
17225,Vilamacolum,Girona,6.0,3.056405,42.19594,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17226,Vilamalla,Girona,45.89511,2.970136,42.21698,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17227,Vilamaniscle,Girona,148.8217,3.067037,42.37445,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17228,Vilanant,Girona,100.9817,2.889783,42.25455,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17230,Vila-sacra,Girona,13.35783,3.016558,42.26465,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17232,Vilopriu,Girona,71.60316,2.993008,42.10396,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17233,Vilobí d'Onyar,Girona,121.8775,2.739902,41.88752,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
17234,Biure,Girona,67.65877,2.896511,42.33665,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17901,"Cruïlles, Monells i Sant Sadurní de l'Heura",Girona,110.6651,2.991794,41.95469,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17902,Forallac,Girona,50.96644,3.057389,41.95794,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
17903,Sant Julià del Llor i Bonmatí,Girona,156.8956,2.664303,41.97028,Cfa,Humid Subtropical - Hot summers with year-round precipitation.
18001,Agrón,Granada,1057.493,-3.829724,37.03058,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18002,Alamedilla,Granada,867.9614,-3.244309,37.58174,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18003,Albolote,Granada,650.2138,-3.657415,37.23085,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18004,Albondón,Granada,894.4161,-3.210813,36.82729,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18005,Albuñán,Granada,1115.975,-3.133893,37.22719,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18006,Albuñol,Granada,247.2122,-3.203485,36.79125,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18007,Albuñuelas,Granada,728.1844,-3.631472,36.9282,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18010,Aldeire,Granada,1274.015,-3.072488,37.16264,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
18011,Alfacar,Granada,915.6451,-3.570654,37.23657,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18012,Algarinejo,Granada,596.2101,-4.158846,37.32492,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18013,Alhama de Granada,Granada,890.953,-3.988389,37.00252,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18014,Alhendín,Granada,736.6528,-3.645584,37.1076,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18015,Alicún de Ortega,Granada,692.778,-3.137986,37.60968,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18016,Almegíjar,Granada,811.4709,-3.299801,36.90245,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18017,Almuñécar,Granada,24.01802,-3.690736,36.73454,Bsh,Hot Semi-Arid Climate - Dry with higher temperatures.
18018,Alquife,Granada,1202.946,-3.116288,37.17983,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18020,Arenas del Rey,Granada,870.3409,-3.894323,36.95771,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18021,Armilla,Granada,671.618,-3.617981,37.1401,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18022,Atarfe,Granada,604.92,-3.687416,37.2229,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18023,Baza,Granada,850.2978,-2.774473,37.49065,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18024,Beas de Granada,Granada,1068.34,-3.481737,37.21916,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18025,Beas de Guadix,Granada,955.7032,-3.205976,37.2794,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18027,Benalúa,Granada,858.6871,-3.16904,37.3503,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18028,Benalúa de las Villas,Granada,848.7814,-3.683473,37.42758,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18029,Benamaurel,Granada,719.2347,-2.699214,37.60913,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18030,Bérchules,Granada,1330.123,-3.190379,36.97672,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18032,Bubión,Granada,1298.578,-3.356741,36.94883,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
18033,Busquístar,Granada,1160.204,-3.294846,36.93771,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
18034,Cacín,Granada,701.9979,-3.91689,37.05995,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18035,Cádiar,Granada,926.387,-3.180546,36.94673,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18036,Cájar,Granada,730.5661,-3.570618,37.13422,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18037,Calicasas,Granada,764.5505,-3.6182,37.27329,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18038,Campotéjar,Granada,925.5419,-3.616497,37.48131,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18039,Caniles,Granada,914.9191,-2.722401,37.43626,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18040,Cáñar,Granada,1026.397,-3.428235,36.92661,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
18042,Capileira,Granada,1444.893,-3.358654,36.96122,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
18043,Carataunas,Granada,761.6864,-3.408202,36.92287,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
18044,Cástaras,Granada,1021.059,-3.253733,36.93169,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
18045,Castilléjar,Granada,770.9531,-2.642967,37.7147,BSk,"Cold Semi-Arid Climate - Dry, but with lower temperatures."
18046,Castril,Granada,904.8172,-2.779088,37.79573,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18047,Cenes de la Vega,Granada,746.4172,-3.537524,37.15931,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18048,Cijuela,Granada,539.7335,-3.810801,37.19989,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18049,Cogollos de Guadix,Granada,1142.019,-3.161336,37.22443,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18050,Cogollos de la Vega,Granada,997.7243,-3.572908,37.27486,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18051,Colomera,Granada,855.0217,-3.71382,37.37206,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18053,Cortes de Baza,Granada,707.9819,-2.769917,37.65493,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18054,Cortes y Graena,Granada,976.4355,-3.218777,37.30363,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18056,Cúllar,Granada,895.665,-2.576282,37.58368,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18057,Cúllar Vega,Granada,643.1689,-3.670436,37.15327,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18059,Chauchina,Granada,552.4158,-3.77254,37.20142,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18061,Chimeneas,Granada,699.7101,-3.823198,37.13137,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18062,Churriana de la Vega,Granada,657.35,-3.64595,37.14777,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18063,Darro,Granada,1115.744,-3.292531,37.35002,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18064,Dehesas de Guadix,Granada,684.2996,-3.102278,37.58868,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18066,Deifontes,Granada,744.6108,-3.594484,37.32524,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18067,Diezma,Granada,1227.448,-3.331664,37.32085,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18068,Dílar,Granada,878.0067,-3.601624,37.07499,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18069,Dólar,Granada,1204.454,-2.989589,37.18004,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18070,Dúdar,Granada,812.0253,-3.484442,37.18567,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18071,Dúrcal,Granada,786.6514,-3.56616,36.98793,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18072,Escúzar,Granada,873.6536,-3.761499,37.06251,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18074,Ferreira,Granada,1267.67,-3.036083,37.17229,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18076,Fonelas,Granada,785.6204,-3.173344,37.41344,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18078,Freila,Granada,824.4169,-2.906795,37.52869,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18079,Fuente Vaqueros,Granada,545.4914,-3.783053,37.21957,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18082,Galera,Granada,837.2482,-2.551193,37.74289,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18083,Gobernador,Granada,1039.05,-3.320455,37.47737,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18084,Gójar,Granada,791.8748,-3.606203,37.10443,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18085,Gor,Granada,1241.51,-2.969444,37.36952,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18086,Gorafe,Granada,847.6644,-3.044275,37.47902,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18087,Granada,Granada,697.486,-3.597929,37.17649,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18088,Guadahortuna,Granada,968.3403,-3.400713,37.55655,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18089,Guadix,Granada,919.4025,-3.134583,37.3004,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18093,Gualchos,Granada,335.95,-3.389869,36.74357,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
18094,Güéjar Sierra,Granada,1098.16,-3.438619,37.15992,Csb,"Mediterranean Warm Summer - Cooler, wet winters and warm, dry summers."
18095,Güevéjar,Granada,876.2341,-3.597678,37.25698,Csa,"Mediterranean Hot Summer - Hot, dry summers and mild, wet winters."
